processed_intent,processed_class,processed_attributes,processed_filter_attributes,processed_key_quantity,id,user_msg,expected_intent,expected_class,expected_attributes,expected_filter_attributes,expected_key_quantity,dataset
update,article,{},,,56440a98-ad05-46aa-ae44-a9384b080826,"update article where id=11 setting co-author=""andrew rosenberg""",update,article,{'co_author': 'andrew rosenberg'},{'id': '11'},2,ORIGINAL
update,article,{},,,60e84d93-7d5e-4776-a610-8bc71cc907ae,"update the article with id=11 setting co-author=""andrew rosenberg"" and year=2007",update,article,"{'co_author': 'andrew rosenberg', 'year': '2007'}",{'id': '11'},3,ORIGINAL
update,article,{},,,47fa1492-7401-408a-b598-7a6bf66892be,"update the article with id=11 setting co-author=""andrew rosenberg""",update,article,{'co-author': 'andrew rosenberg'},{'id': '11'},2,ORIGINAL
update,article,{},,,45279055-bf34-4af1-b9c0-0522269b64ff,"update the article with id=11, setting coauthor=""andrew rosenberg""",update,article,{'coauthor': 'andrew rosenberg'},{'id': '11'},2,ORIGINAL
update,article,{'article': 'hirschberg'},{},,5823c347-dd2e-4be2-8bb5-fbc96ff7c255,"update the article with author=""julia hirschberg"", setting the year=2007",update,article,{'year': '2007'},{'author': 'julia hirschberg'},2,ORIGINAL
update,article,{},,,f3de21b4-fab9-4eba-ac66-9c93139724fa,"update the article with id=11, setting the year=2007",update,article,{'year': '2007'},{'id': '11'},2,ORIGINAL
delete,article,{'author': 'julia hirschberg'},{},,2856b989-8332-435f-a2d7-11ff93b8a424,"delete all articles where author=""julia hirschberg""",delete,article,{},{'author': 'julia hirschberg'},1,ORIGINAL
add,pokemon,{'name': 'squid'},{},,fb606b26-b806-40c1-9449-4f1d62fb109d,add a pokemon with name='squid',add,pokemon,{'name': 'squid'},{},1,ORIGINAL
read,pokemon,{},{},,e0ef3786-c4c4-48a0-bba9-cce720c6356b,get all pokemons,read,pokemon,{},{},0,ORIGINAL
read,student,{'name': 'itamar'},{},,69a193f2-3968-4155-b840-0af1bc458a86,get student with name=itamar,read,student,{},{'name': 'itamar'},1,ORIGINAL
read,student,{},{},,880466bb-6651-48bf-a2f2-e94f9afc4340,list all students,read,student,{},{},0,ORIGINAL
add,article,{'article': 'dome'},{},,87bde0e1-ef85-4405-856a-f69e08e707d3,add an article with title='dome: a domesticated movie experiment',add,article,{'title': 'dome: a domesticated movie experiment'},{},1,ORIGINAL
update,article,{'year': '3021'},{'id': '1'},,a13b2f29-d097-4073-a25f-9c790fddabe5,"update the article with id=1, setting the year=3021",update,article,{'year': '3021'},{'id': '1'},2,ORIGINAL
read,model,{},{},,e74669f2-5999-4a99-b7d5-6e46293b0342,show the model,read,model,{},{},0,ORIGINAL
update,article,{},,,79cf3d17-c47e-4825-b932-1b204d08c300,"update all articles with year=3021, setting the author='bill gates'",update,article,{'author': 'bill gates'},{'year': '3021'},2,ORIGINAL
read,article,{'year': '3021'},{},,04180d52-5aa0-4af2-a8a5-1ed024710519,get articles when year=3021,read,article,{},{'year': '3021'},1,ORIGINAL
add,student,"{'name': 'bill', 'lastname': 'gates'}",{},,59d8db3d-22cc-497a-b54e-233ac34d737c,add student with name='bill' and lastname='gates',add,student,"{'name': 'bill', 'lastname': 'gates'}",{},2,ORIGINAL
add,article,{'title': 'dome: day of my enlightenment'},{},,0dbe9ff0-1147-4a1e-b80a-21599cf3e9af,"add article with title=""dome: day of my enlightenment"" and publisher=""the matrix""",add,article,"{'title': 'dome: day of my enlightenment', 'publisher': 'the matrix'}",{},2,ORIGINAL
add,article,{'article': 'dome'},{},,8d1756b1-84d6-4e66-a8f6-e366a52560c7,add an article with title='dome: day of my enlightenment' and publisher='the matrix',add,article,"{'title': 'dome: day of my enlightenment', 'publisher': 'the matrix'}",{},2,ORIGINAL
add,article,{'article': 'dome'},{},,c31f0bc3-f6f2-4fb0-af17-31bc008921ee,add an article with title='dome: day of my enlightenment',add,article,{'title': 'dome: day of my enlightenment'},{},1,ORIGINAL
update,article,{},,,4f60de17-5601-4b55-a250-6f78577dc838,"update article with id=2, setting publisher='the matrix'",update,article,{'publisher': 'the matrix'},{'id': '2'},2,ORIGINAL
update,article,{},,,cc3cc8cc-20ab-4af6-9fc0-ee43313b2b3c,"update article with id=2, setting year=2222",update,article,{'year': '2222'},{'id': '2'},2,ORIGINAL
update,article,{},,,5d66474d-8f7f-4e97-a411-946dbf30bbce,"update article with id=2, setting circulation=10000",update,article,{'circulation': '10000'},{'id': '2'},2,ORIGINAL
add,student,"{'name': 'daniel', 'lastname': 'burns'}",{},,010fd937-2ae7-4c7c-a555-9b2f3373ec90,add student with name='daniel' and lastname='burns',add,student,"{'name': 'daniel', 'lastname': 'burns'}",{},2,ORIGINAL
add,goblin,{'goblin': 'goblin'},{},,bf2ec89c-f76e-45f4-b2fd-735a315efe8d,"add goblin with title='streaming services' and text='netflix, amazon prime, disney+, star+'",add,goblin,"{'title': 'streaming services', 'text': 'netflix, amazon prime, disney+, star+'}",{},2,ORIGINAL
read,goblin,{'goblins': 'goblins'},{},,d37ce7dc-0c2a-4f69-89cb-8e916f48e5a1,list my goblins,read,goblins,{},{},0,ORIGINAL
read,goblin,{},{},,bb889459-4ff9-493c-ba74-288b5cbfc3ee,get goblins,read,goblins,{},{},0,ORIGINAL
read,streaming,{},{},,4eed5d8c-8b05-48f0-99c3-bf2285620a2c,get streamings,read,streaming,{},{},0,ORIGINAL
add,person,"{""'"": 'klingon'}",{},,e9b968e6-3152-4b35-9fb8-7e372d78ab10,add klingon with name='gowron',add,klingon,{'name': 'gowron'},{},1,ORIGINAL
delete,character,{},{},,ab5d9d01-5128-40c3-bc21-b41cb051c9ff,kill all klingons,delete,klingon,{},{},0,ORIGINAL
add,equipment,"{'name': 'engine', 'sector': 'generators'}",{},,f6f86994-cf7d-46ef-aba3-b81c6a355582,add equipment with name = 'engine' and sector = 'generators',add,equipment,"{'name': 'engine', 'sector': 'generators'}",{},2,ORIGINAL
add,equipment,"{'name': 'furnace', 'sector': 'metal shaping'}",{},,70404ad9-9742-4d24-8815-0f2302e2224f,"add equipment with name = 'furnace', sector = 'metal shaping' and manager = 'anderson smith'",add,equipment,"{'name': 'furnace', 'sector': 'metal shaping', 'manager': 'anderson smith'}",{},3,ORIGINAL
read,equipment,{},{},,db55ce09-f12b-4d9c-bfa3-0e8133d1aaf6,list equipment,read,equipment,{},{},0,ORIGINAL
read,equipment,{'name': 'en'},{},,83f85a0f-98b1-4488-ac86-505ac2f55675,"list equipment, filtering by name starting with 'en'",read,equipment,{},{'name': 'en'},1,ORIGINAL
update,equipment,{},,,928d4384-bda6-4bbd-a01e-d338b19d03c8,"for the equipment with name = 'furnace', change manager to 'jane cooper'",update,equipment,{'manager': 'jane cooper'},{'name': 'furnace'},2,ORIGINAL
delete,equipment,{'sector': 'generators'},{},,c418b726-b01e-4c1d-ae27-f2e22166593a,please delete equipment whose sector is 'generators',delete,equipment,{},{'sector': 'generators'},1,ORIGINAL
add,person,{'name': 'chuck'},{},,3664fb95-71f9-4ef4-9406-0dbedcdd436c,add person with name='chuck',add,person,{'name': 'chuck'},{},1,ORIGINAL
read,person,{},{},,aa50562e-c3e5-43d4-acd0-5676cdb488ab,get all persons,read,person,{},{},0,ORIGINAL
read,person,{'name': 'chuck'},{},,adc5f3be-b319-4e7e-a821-54ee5bfc0011,get all person with name chuck,read,person,{},{'name': 'chuck'},1,ORIGINAL
add,article,{'article': 'quantum'},{},,5c6fd167-6825-407f-b0ce-29a2c5eb2d07,add an article with title='quantum machine learning',add,article,{'title': 'quantum machine learning'},{},1,ORIGINAL
update,article,{},,,15db0b75-1c15-4233-8db1-d7227f963283,"update the article with id=1, setting the year=2021.",update,article,{'year': '2021'},{'id': '1'},2,ORIGINAL
delete,article,{'year': '2021'},{},,e02c8811-3eb8-47ad-a1ab-a5cbe63f1982,delete all articles with year=2021.,delete,article,{},{'year': '2021'},1,ORIGINAL
add,show,"{'name': ""paul di'anno""}",{},,3336f294-1237-42ff-9da1-411cc4a82b43,add show with name=paul di'anno,add,show,"{'name': ""paul di'anno""}",{},1,ORIGINAL
read,results,{'results': 'results'},{},,a206edf6-261a-4e83-8eca-73d56e225fbb,show me the results,read,results,{},{},0,ORIGINAL
read,shows,{'shows': 'shows_'},{},,5fa9cebe-d4ab-4a1c-a025-38e947f3d393,get all shows_,read,show,{},{},0,ORIGINAL
read,show,{},{},,4e88c754-850e-4cc7-b6f4-1b5f3d226b59,get the show_,read,show,{},{},0,ORIGINAL
read,shows,{'shows': 'shows_'},{},,a8b5c6ce-dc51-4a95-8920-33b4b8c3f16c,show me all shows_,read,show,{},{},0,ORIGINAL
read,show_,{'show': 'show_'},{},,a3d638cb-ebfc-4030-ba58-15949e7f524c,show me all show_,read,show,{},{},0,ORIGINAL
read,shows,{'shows': 'shows_'},{},,d09aaaa7-a84d-498b-aee4-f6cc9d5cc141,show me the shows_,read,show,{},{},0,ORIGINAL
,,,,,2e49f2d4-1b99-4734-a80f-2e91c8238216,show shows_,read,show,{},{},0,ORIGINAL
read,student,{},{},,fd72beff-41e7-4c1b-87ef-20af72e669b8,show students or whatever,read,student,{},{},0,ORIGINAL
add,student,{},{},,36fae648-40f9-400f-a1ae-63f8128183b6,add student joão daniel,add,student,{'name': 'joão daniel'},{},1,ORIGINAL
read,show,{'shows': 'shows'},{},,8b63a38b-3224-4798-9045-cda6a5c45e8f,show me all shows,read,show,{},{},0,ORIGINAL
add,class,{},{},,9d029604-38c4-42ba-a9a3-23fdf7151619,add class with name=“estrutura de dados”,add,class,{'name': 'estrutura de dados'},{},1,ORIGINAL
add,student,{'name': 'joão daniel'},{},,586813c7-1329-4c6b-8bd8-504617546c4e,add student with name joão daniel,add,student,{'name': 'joão daniel'},{},1,ORIGINAL
add,class,{},{},,950da2d6-8029-4c60-a53a-551b251628f6,add class with name=‘estrutura de dados’,add,class,{'name': 'estrutura de dados'},{},1,ORIGINAL
add,class,{'name': 'estrutura de dados'},{},,b3d1d836-dd6b-4eb6-bd90-26acecf20122,add class with name=estrutura de dados,add,class,{'name': 'estrutura de dados'},{},1,ORIGINAL
add,student,{},{},,a013914b-38d4-45d8-835c-32f9cf98aa4f,"add student with name = ""joão daniel""",add,student,{'name': 'joão daniel'},{},1,ORIGINAL
add,student,{'name': 'joão daniel'},{},,6821a681-15b0-4b56-9902-2c28046cd01b,add student with name = 'joão daniel',add,student,{'name': 'joão daniel'},{},1,ORIGINAL
add,student,{'name': 'joao daniel'},{},,98811725-3c75-4746-96e0-a4aec5924c9e,add student with name = 'joao daniel',add,student,{'name': 'joao daniel'},{},1,ORIGINAL
add,student,{},{},,1c2ec5f9-c651-40ca-b95e-788e0fe63065,add student with name=‘estrutura de dados’,add,student,{'name': 'estrutura de dados'},{},1,ORIGINAL
read,student,{},{},,bb61c676-b219-44da-9f76-35170eadaf23,"plese, show students",read,student,{},{},0,ORIGINAL
read,student,{},{},,8bfd9480-3dd9-4803-9af8-0360c04c9bc9,would you please show students,read,student,{},{},0,ORIGINAL
read,student,{},{},,b60de0d7-a04e-4284-ab94-02690ed436a7,would you please show me students,read,student,{},{},0,ORIGINAL
read,student,{},{},,3c4dd3ab-c2fc-487a-a812-e164b1a3c3e0,would you please show me all students you have,read,student,{},{},0,ORIGINAL
delete,show,{'name': 'paul dianno'},{},,1c9a673e-8eb4-466b-8bf7-217e6ee5a021,delete a show with name=paul dianno,delete,show,{},{'name': 'paul dianno'},1,ORIGINAL
add,student,{'name': 'alinson'},{},,66efac87-bb1a-4ace-9808-fc2f2dde70f5,include student with name=alinson,add,student,{'name': 'alinson'},{},1,ORIGINAL
read,show,{'shows': 'shows'},{},,36b98e4c-0fc8-4b2b-bc3e-656edcbda2a8,show me shows,read,show,{},{},0,ORIGINAL
add,show,"{'name': ""paul di'anno"", 'date': '01/27/2023'}",{},,7a51a023-1337-4cd9-b437-1b6d2dcb444d,add a show with name = paul di'anno and date = 01/27/2023,add,show,"{'name': ""paul di'anno"", 'date': '01/27/2023'}",{},2,ORIGINAL
update,article,{},,,ce2027f4-da3e-40fe-8955-2e7ba5420f2a,"update the article with id=4, setting the email=alinson.donato@gmail.com",update,article,{'email': 'alinson.donato@gmail.com'},{'id': '4'},2,ORIGINAL
read,student,{},{},,acb27896-6292-405e-89be-83d3b637acf6,get student with id=4,read,student,{},{'id': '4'},1,ORIGINAL
add,show,"{'name': 'renegados', 'date': '01/28/2023', 'place': 'centro cultural bnb'}",{},,d5ec397a-d0e3-4256-b177-f79639aa7cac,"add show with name = renegados, and date = 01/28/2023 and place = centro cultural bnb",add,show,"{'name': 'renegados', 'date': '01/28/2023', 'place': 'centro cultural bnb'}",{},3,ORIGINAL
read,student,{'email': 'alinson.donato@gmail.com'},{},,55ac9d9d-6a97-4eea-b23b-c7261298f709,get student with email=alinson.donato@gmail.com,read,student,{},{'email': 'alinson.donato@gmail.com'},1,ORIGINAL
update,student,{},,,8d75d416-fcd8-42b1-8b8a-7ca8a43c4197,"update the student with id=4, setting the email=alinson.donato@gmail.com",update,student,{'email': 'alinson.donato@gmail.com'},{'id': '4'},2,ORIGINAL
add,show,{'show': 'metallica'},{},,9dcc0415-854f-49b1-bf18-92fceeefd3ad,"add show with name = metallica, and date = 02/30/2023 and place = castelao",add,show,"{'name': 'metallica', 'date': '02/30/2023', 'place': 'castelao'}",{},3,ORIGINAL
add,student,{'name': 'donato'},{},,7797358a-e1d2-4423-9c48-fac3c4d87aec,add student with name=donato,add,student,{'name': 'donato'},{},1,ORIGINAL
add,student,"{'name': 'donato', 'email': 'alinson.donato@prf.gov.br'}",{},,1e950ad0-6040-4843-b9a2-bd0b9c42f5ed,"add student with name=donato, email=alinson.donato@prf.gov.br",add,student,"{'name': 'donato', 'email': 'alinson.donato@prf.gov.br'}",{},2,ORIGINAL
delete,student,{'email': 'alinson.donato@prf.gov.br'},{},,b335e8f1-b48b-47ab-a81c-4889b2f63a71,delete the student with email=alinson.donato@prf.gov.br,delete,student,{},{'email': 'alinson.donato@prf.gov.br'},1,ORIGINAL
update,student,{},,,6cb37b92-be00-46b8-a6e7-cb5119327a21,update the student with name=alinson with name=alinson donato,update,student,{'name': 'alinson donato'},{'name': 'alinson'},2,ORIGINAL
add,sql_injection,{'student': 'student'},{},,250b00b8-9ea4-4732-9731-d23099436be6,"create student with name="" or 1=1); drop table students; --""",add,student,"{'name': 'or 1=1)', 'table': 'students'}",{},2,ORIGINAL
update,show,{},,,9d9da245-df06-4c9f-a8db-2340d016ab5a,"update a show with name metallica, replace date with 10/22/2024",update,show,{'date': '10/22/2024'},{'name': 'metallica'},2,ORIGINAL
read,shows,{'shows': 'shows'},{},,0ab0881e-4c6d-4eb9-a698-b749b765cd99,get all shows,read,show,{},{},0,ORIGINAL
add,student,{'table': 'students'},{},,3eec4a5a-e7b4-4b8f-bdff-e8b8b40a9b37,"create student with name="" or 1=1}; drop table students; --""",add,student,"{'name': '1=1', 'table': 'students'}",{},2,ORIGINAL
add,student,{'table': 'students'},{},,04850b72-1b34-4fae-858c-ef9a865c6c46,"create student with name=""' or 1=1; drop table students; --""",add,student,"{'name': '1=1', 'table': 'students'}",{},2,ORIGINAL
add,student,{'table': 'student'},{},,ab197b78-3d4d-41fd-b266-94d30b066f4e,"create student with name=""' or 1=1; drop table student; --""",add,student,"{'name': '1=1', 'table': 'student'}",{},2,ORIGINAL
add,article,"{'title': 'experimental framework, simulation, benchmark'}",{},,08c384aa-bf07-4b1c-b61d-a7cf84d75e5c,"add an article with title='experimental framework, simulation, benchmark'",add,article,"{'title': 'experimental framework, simulation, benchmark'}",{},1,ORIGINAL
add,student,"{'name': 'or 1=1', 'table': 'students'}",{},,e1e9d60a-80eb-40c3-8f5e-2cbf3277e03d,create student with name=' or 1=1; drop table students; --',add,student,"{'name': '1=1', 'table': 'students'}",{},2,ORIGINAL
update,article,{},,,0defb414-43d3-4172-826e-ef3b09f22a78,"update the article with id=1, setting the
year=2020",update,article,{'year': '2020'},{'id': '1'},2,ORIGINAL
update,article,{},,,bad35d0d-77d0-4a30-a575-c1df535bb2ea,"update the article with id=2, setting the
author='zé das couves'",update,article,{'author': 'zé das couves'},{'id': '2'},2,ORIGINAL
update,article,{},,,6fffbad0-1f06-4d38-88a2-df6cdd8ae6cf,"update the article with id=3, setting the
year=2020",update,article,{'year': '2020'},{'id': '3'},2,ORIGINAL
add,student,{'student': 'robert'},{},,71999968-ad9a-472d-997c-1662b94f3793,"create student with name=""robert'); drop table students; --""",add,student,"{'name': 'robert', 'table': 'students'}",{},2,ORIGINAL
add,student,{'student': 'robert'},{},,0fb9c31c-fec3-4fbb-9bbb-6baf56d430ae,"create student with name=""robert' and 1=1); drop table students; --""",add,student,"{'name': 'robert', 'table': 'students'}",{},2,ORIGINAL
add,student,"{'_': 'com', 'table': 'students'}",{},,9cf7eca0-6846-458c-b340-f4bbc1b6f8a0,"create student with email=""alinson.donato@gmail.com' and 1=1); drop table students; --""",add,student,"{'email': 'alinson.donato@gmail.com', 'table': 'students'}",{},2,ORIGINAL
add,student,"{'_': 'donato@gmail.com', 'database': 'managedsys_web'}",{},,ec0b5dff-2184-41f0-824d-5d7bbaa4e5e7,"create student with email=""alinson.donato@gmail.com' and 1=1); drop database managedsys_web; --""",add,student,"{'email': 'alinson.donato@gmail.com', 'database': 'managedsys_web'}",{},2,ORIGINAL
add,student,{'email': 'amg@gmail.com'},{},,11054835-d2aa-43ea-b3fa-8febca8daa77,create student with email=amg@gmail.com,add,student,{'email': 'amg@gmail.com'},{},1,ORIGINAL
read,table,{'tables': 'tables'},{},,d4418741-56a5-481c-9bb2-34ca1e03e2b0,show tables,read,tables,{},{},0,ORIGINAL
add,product,{'name': 'john doe'},{},,e816019c-b6d0-420e-ab53-8cad77c9630e,add sku with name='john doe',add,sku,{'name': 'john doe'},{},1,ORIGINAL
read,sku,{},{},,b2c85812-c1f8-4c8f-97c6-2d8e22808b8e,show skus,read,sku,{},{},0,ORIGINAL
add,elf,"{'name': 'galadriel', 'type': 'forest'}",{},,bf4aff3c-1879-4c6e-8726-426750360c30,add elf with name='galadriel' and type='forest',add,elf,"{'name': 'galadriel', 'type': 'forest'}",{},2,ORIGINAL
add,elf,"{'name': 'galadriel', 'type': 'forest', 'age': '1247', 'ringtype': 'water', 'power': 'perception'}",{},,8690a207-fabf-4515-b47c-525bb6f70731,"add elf with name='galadriel', type='forest', age='1247', ringtype='water' and power='perception'",add,elf,"{'name': 'galadriel', 'type': 'forest', 'age': '1247', 'ringtype': 'water', 'power': 'perception'}",{},5,ORIGINAL
add,elf,{'elf': 'galadriel'},{},,ad85badb-03b8-4829-8f09-00e3317b97a4,"add elf with name='galadriel', type='forest', age='1247', ringtype='water', power='perception'",add,elf,"{'name': 'galadriel', 'type': 'forest', 'age': '1247', 'ringtype': 'water', 'power': 'perception'}",{},5,ORIGINAL
add,elf,"{'name': 'galadriel', 'type': 'forest', 'age': '1247', 'power': 'perception'}",{},,9c70366b-3f67-496e-ae37-589b0aaf4b8f,"add elf with name='galadriel', type='forest', age='1247', power='perception'",add,elf,"{'name': 'galadriel', 'type': 'forest', 'age': '1247', 'power': 'perception'}",{},4,ORIGINAL
add,elf,{'elf': 'galadriel'},{},,a820036f-7307-4fb6-8329-67334d11b5e5,"add elf with name='galadriel', type='forest', age='1247', ring type='water' and power='perception'",add,elf,"{'name': 'galadriel', 'type': 'forest', 'age': '1247', 'ring': ""type='water' and power='perception""}",{},4,ORIGINAL
add,elf,"{'name': 'galadriel', 'type': 'forest', 'age': '1247', 'ringtype': 'water and power'}",{},,4ebc11ce-a09d-4881-95b7-8d0f5d9ba833,"add elf with name=galadriel, type=forest, age=1247, ringtype=water and power=perception",add,elf,"{'name': 'galadriel', 'type': 'forest', 'age': '1247', 'ringtype': 'water', 'power': 'perception'}",{},5,ORIGINAL
read,student,{'name': 'eliakim'},{},,4ce28d13-b708-4a87-9a20-babc9ae0a1f6,get student with name=eliakim',read,student,{},{'name': 'eliakim'},1,ORIGINAL
add,student,{},{},,174ca49c-0252-4bba-8377-aae8ecab9edd,include student with name=anderson,add,student,{'name': 'anderson'},{},1,ORIGINAL
add,student,{},{},,9c6cc751-3a2a-4dac-a038-f529eb38bea6,include student with name=eliakim,add,student,{'name': 'eliakim'},{},1,ORIGINAL
read,student,{},{},,88e0c5a3-f009-4078-bd43-c540f69dfd4c,list students,read,student,{},{},0,ORIGINAL
add,article,"{'title': ""title = 'análise sobre a ausência de aula prática no ensino da disciplina de ciências biológicas""}",{},,b3680e3f-1d6c-4864-bd56-fe59b0692950,add an article with title = 'análise sobre a ausência de aula prática no ensino da disciplina de ciências biológicas',add,article,{'title': 'análise sobre a ausência de aula prática no ensino da disciplina de ciências biológicas'},{},1,ORIGINAL
add,article,{'title': 'crop: linking code reviews to source code changes'},{},,b140af45-b9b8-4577-a377-245e60bc0497,add an article with title = 'crop: linking code reviews to source code changes',add,article,{'title': 'crop: linking code reviews to source code changes'},{},1,ORIGINAL
update,article,{},,,3ca04e79-422e-4be3-b0c2-526cdac8ed95,"update the article with id=4, setting the year=2018",update,article,{'year': '2018'},{'id': '4'},2,ORIGINAL
delete,article,{'year': '2018'},{},,01ec23ad-d77b-471b-a88b-daa08fe0bc0a,delete all articles with year=2018.,delete,article,{},{'year': '2018'},1,ORIGINAL
add,article,{'title': 'dealing with iot defiant components'},{},,0dcd7d49-f35f-4e9c-aff8-a31dcd3a6b0e,add an article with title = 'dealing with iot defiant components',add,article,{'title': 'dealing with iot defiant components'},{},1,ORIGINAL
update,article,{'year': '2020'},{'id': '1'},,71d7d59f-e4e0-4dd3-ad8e-40f02f87c9bc,"update the article with id=1, setting the year=2020",update,article,{'year': '2020'},{'id': '1'},2,ORIGINAL
update,article,{},,,f931acbe-342a-4937-997b-fc6ea2834db7,"update the article with id=5, setting the author='adrilene fonseca'",update,article,{'author': 'adrilene fonseca'},{'id': '5'},2,ORIGINAL
delete,article,{'author': 'zé das couves'},{},,06c7acae-87c2-4335-9176-5dfe99614718,delete all articles with author=zé das couves,delete,article,{},{'author': 'zé das couves'},1,ORIGINAL
add,article,"{'software': 'software', 'refactoring': 'refactoring', 'modern_code': 'code review'}",{},,7b0062ea-e186-4258-8558-c09151ffb63e,add an article with title='behind the intents: an in-depth empirical study on software refactoring in modern code review',add,article,{'title': 'behind the intents: an in-depth empirical study on software refactoring in modern'},{},1,ORIGINAL
update,article,{},,,1e48da62-6056-4d0d-8004-02ea270e798c,"update the article with id=6, setting the
year=2020",update,article,{'year': '2020'},{'id': '6'},2,ORIGINAL
add,student,"{'name': 'matheus freitas', 'email': 'fernandes.matheus@aluno.uece.br'}",{},,480d1f1d-6cd6-42e5-8a58-f255457ed8ba,"include student with name=matheus freitas, email=fernandes.matheus@aluno.uece.br",add,student,"{'name': 'matheus freitas', 'email': 'fernandes.matheus@aluno.uece.b'}",{},2,ORIGINAL
read,student,{},{},,48d18e7a-d417-4e6c-9fef-140cd73b8bbc,show me all student,read,student,{},{},0,ORIGINAL
add,article,"{'building': 'building', 'microservices': 'microservices', 'api': 'gateway', 'author': 'chris richardson'}",{},,17384729-45ca-4122-8a68-35234d9ccc67,"add an article with title=building microservices: using an api gateway, author=chris richardson",add,article,"{'title': 'building microservices: using an api gateway', 'author': 'chris richardson'}",{},2,ORIGINAL
add,article,"{'title': 'introduction to microservices', 'author': 'chris richardson'}",{},,62bd38e5-5f4d-473d-969e-ff30e52e5a25,"add an article with title=introduction to microservices, author=chris richardson",add,article,"{'title': 'introduction to microservices', 'author': 'chris richardson'}",{},2,ORIGINAL
update,article,{},,,c14c33b0-2a22-41b2-aaca-23f65e89ba39,"update the article with id=7, setting the year=2018",update,article,{'year': '2018'},{'id': '7'},2,ORIGINAL
add,subject,"{'name': 'data structures', 'professor': 'ana luiza'}",{},,71a6c1d2-f1bb-4265-bb09-982350497d05,"add a subject with name=""data structures"" and professor=""ana luiza""",add,subject,"{'name': 'data structures', 'professor': 'ana luiza'}",{},2,ORIGINAL
add,subject,"{'name': 'data structures', 'professor': 'josé negreiros'}",{},,1b7f52f7-2d3d-4277-aab3-8feec568c95c,"add a subject with name=""data structures"" and professor=""josé negreiros""",add,subject,"{'name': 'data structures', 'professor': 'josé negreiros'}",{},2,ORIGINAL
read,subject,{},{},,48f9d42d-d932-4314-9572-076abd3a9be1,get subject,read,subject,{},{},0,ORIGINAL
add,subject,{'name': 'linear algebra'},{},,44e546da-c5eb-4a65-a9f0-296e3d5f39a0,"add a subject with name ""linear algebra"" and professor=""thelmo pontes""",add,subject,"{'name': 'linear algebra', 'professor': 'telmo pontes'}",{},2,ORIGINAL
update,subject,{},,,78da8e09-2c4a-4e78-848c-5c30041d39cc,"update the subject with name=""linear algebra"", setting professor=""thelmo pontes""",update,subject,{'professor': 'thelmo pontes'},{'name': 'linear algebra'},2,ORIGINAL
update,subject,{},,,04517b29-502c-4d13-8cfc-e59c5ef98f2f,"update the subject with id=3, setting professor=""thelmo pontes""",update,subject,{'professor': 'thelmo pontes'},{'id': '3'},2,ORIGINAL
update,course,{'semester': '2023.1'},{'subject': 'data structures'},,332e3152-68d0-4d6b-a21a-26853ed04857,"update the subject where name=""data structures"", setting semester=""2023.1""",update,subject,{'name': 'data structures'},{'semester': '2023.1'},2,ORIGINAL
read,subject,{},{},,4b05f3ba-e154-492d-9938-12a6159b6838,get subjects,read,subject,{},{},0,ORIGINAL
update,course,{'semester': '2023.1'},{'subject': 'data structures'},,79e09714-01e6-4ff0-b874-3f8ffc89bc37,"update the subject with name=""data structures"", setting semester=""2023.1""",update,subject,{'semester': '2023.1'},{'name': 'data structures'},2,ORIGINAL
update,course,{},,,19147400-4392-4f3d-a65c-9bf9a4deaf27,"update the subject where name=""data structures"", settingthe semester=""2023.1""",update,subject,{},{},0,ORIGINAL
update,course,"{'subject': 'name', 'semester': '2023.1'}",{'data': 'structures'},,ed931a32-b7ae-4d5b-9945-2c54e8275804,"update the subject where name=""data structures"", setting the semester=""2023.1""",update,subject,{'semester': '2023.1'},{'name': 'data structures'},2,ORIGINAL
update,course,{},,,0fc81349-f8ac-4648-999e-28580b876ba5,"update the subject where semester=""2023.1"", setting name=""data structures""",update,subject,{'name': 'data structures'},{'semester': '2023.1'},2,ORIGINAL
add,subject,{'name': 'brazilian history'},{},,0927f625-e0f7-4568-8520-174505c050f9,add a subject with name='brazilian history',add,subject,{'name': 'brazilian history'},{},1,ORIGINAL
read,subject,{},{},,33ada509-0def-4f30-a391-a16d11499e9c,get all subjects,read,subject,{},{},0,ORIGINAL
update,subject,{},,,2669dc5b-5f26-435d-8ff9-c60ac31fdf46,"update subject with id=4, setting the main reference to 'brasil, uma história'",update,subject,"{'main_reference': ""to 'brasil, uma história""}",{'id': '4'},2,ORIGINAL
read,pizza,{},{},,e0ef1fb1-eb65-4aee-9968-a446f2acd7aa,get pizzas,read,pizza,{},{},0,ORIGINAL
add,pizza,{'pepperoni': 'pepperoni'},{},,5ed2cde9-7888-452f-975a-c756c0b3a94d,add a pizza with flavour='pepperoni',add,pizza,{'flavour': 'pepperoni'},{},1,ORIGINAL
read,pizza,{},{},,a04b3bd2-d887-4fb4-ae1d-cb8cd11ae3c9,show pizzas,read,pizza,{},{},0,ORIGINAL
add,product,"{'ice': 'cream', 'flavour': 'vanilla'}",{},,8172e331-5486-4151-b6f5-85fd63579af5,add a ice cream with flavour=vanilla,add,ice_cream,{'flavour': 'vanilla'},{},1,ORIGINAL
read,icecream,{'ice': 'creams'},{},,3e8fbde6-ba78-477d-817a-b8338ef61a31,show ice creams,read,ice_cream,{},{},0,ORIGINAL
read,icecream,{'ice': 'cream'},{},,b32441d9-c938-42e3-a038-a3036e616ae3,show me all ice cream,read,ice_cream,{},{},0,ORIGINAL
